Produto,UF,Type,Years,Month,Percentage,Yearly_value,Cumulative_Prod,Monthly_Value
Milho 1 Safra,BA,Area Plantada,2012,1,0.0,428.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,2,0.0,428.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,3,0.0,428.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,4,0.0,428.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,5,0.0,428.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,6,0.0,428.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,7,0.0,428.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,8,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,9,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2012,10,0.45000000000000007,387.0,174.15000000000003,174.15000000000003
Milho 1 Safra,BA,Area Plantada,2012,11,1.0,387.0,387.0,212.84999999999997
Milho 1 Safra,BA,Area Plantada,2012,12,1.0,387.0,387.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,1,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,2,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,3,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,4,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,5,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,6,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,7,0.0,387.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,8,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,9,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2013,10,0.13333333333333336,544.5,72.60000000000001,72.60000000000001
Milho 1 Safra,BA,Area Plantada,2013,11,1.0,544.5,544.5,471.9
Milho 1 Safra,BA,Area Plantada,2013,12,1.0,544.5,544.5,0.0
Milho 1 Safra,BA,Area Plantada,2014,1,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,2,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,3,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,4,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,5,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,6,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,7,0.0,544.5,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,8,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,9,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2014,10,0.04,511.8,20.472,20.472
Milho 1 Safra,BA,Area Plantada,2014,11,0.9117647058823529,511.8,466.6411764705882,446.16917647058824
Milho 1 Safra,BA,Area Plantada,2014,12,1.0,511.8,511.8,45.15882352941179
Milho 1 Safra,BA,Area Plantada,2015,1,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,2,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,3,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,4,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,5,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,6,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,7,0.0,511.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,8,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,9,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2015,10,0.01,371.4,3.714,3.714
Milho 1 Safra,BA,Area Plantada,2015,11,0.763157894736842,371.4,283.4368421052631,279.7228421052631
Milho 1 Safra,BA,Area Plantada,2015,12,1.0,371.4,371.4,87.96315789473687
Milho 1 Safra,BA,Area Plantada,2016,1,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,2,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,3,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,4,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,5,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,6,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,7,0.0,371.4,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,8,0.0,381.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,9,0.0,381.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2016,10,0.0013333333333333333,381.8,0.5090666666666667,0.5090666666666667
Milho 1 Safra,BA,Area Plantada,2016,11,0.3997189677102471,381.8,152.61270187177234,152.1036352051057
Milho 1 Safra,BA,Area Plantada,2016,12,0.773665096623674,381.8,295.38533389091873,142.77263201914639
Milho 1 Safra,BA,Area Plantada,2017,1,1.0,381.8,381.8,86.41466610908128
Milho 1 Safra,BA,Area Plantada,2017,2,0.0,381.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2017,3,0.0,381.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2017,4,0.0,381.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2017,5,0.0,381.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2017,6,0.0,381.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2017,7,0.0,381.8,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2017,8,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2017,9,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2017,10,0.03790317482567456,380.3,14.414577386204035,14.414577386204035
Milho 1 Safra,BA,Area Plantada,2017,11,0.6921445903223158,380.3,263.2225876995767,248.80801031337268
Milho 1 Safra,BA,Area Plantada,2017,12,0.8485401427522281,380.3,322.69981628867237,59.47722858909566
Milho 1 Safra,BA,Area Plantada,2018,1,1.0,380.3,380.3,57.600183711327645
Milho 1 Safra,BA,Area Plantada,2018,2,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2018,3,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2018,4,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2018,5,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2018,6,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2018,7,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2018,8,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2018,9,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2018,10,0.05714285714285715,380.3,21.731428571428573,21.731428571428573
Milho 1 Safra,BA,Area Plantada,2018,11,0.913850660328158,380.3,347.5374061227985,325.8059775513699
Milho 1 Safra,BA,Area Plantada,2018,12,1.0,380.3,380.3,32.76259387720154
Milho 1 Safra,BA,Area Plantada,2019,1,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,2,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,3,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,4,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,5,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,6,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,7,0.0,380.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,8,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,9,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2019,10,0.3500400111671989,365.3,127.86961607937776,0.0
Milho 1 Safra,BA,Area Plantada,2019,11,0.9756525550731034,365.3,356.4058783682047,0.0
Milho 1 Safra,BA,Area Plantada,2019,12,1.0,365.3,365.3,0.0
Milho 1 Safra,BA,Area Plantada,2020,1,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,2,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,3,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,4,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,5,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,6,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,7,0.0,365.3,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,8,0.0,0.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,9,0.0,0.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,10,0.0,0.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,11,0.0,0.0,0.0,0.0
Milho 1 Safra,BA,Area Plantada,2020,12,0.0,0.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,1,0.0,547.3,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,2,0.0,547.3,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,3,0.0,547.3,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,4,0.0,547.3,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,5,0.0,547.3,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,6,0.0,547.3,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,7,0.0,547.3,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,8,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,9,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2012,10,0.057064165319276175,377.2,21.524603158430974,21.524603158430974
Milho 1 Safra,GO,Area Plantada,2012,11,1.0,377.2,377.2,355.675396841569
Milho 1 Safra,GO,Area Plantada,2012,12,1.0,377.2,377.2,0.0
Milho 1 Safra,GO,Area Plantada,2013,1,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,2,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,3,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,4,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,5,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,6,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,7,0.0,377.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,8,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,9,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2013,10,0.06195724924585219,288.2,17.8560792326546,17.8560792326546
Milho 1 Safra,GO,Area Plantada,2013,11,0.8466575933257918,288.2,244.0067183964932,226.1506391638386
Milho 1 Safra,GO,Area Plantada,2013,12,1.0,288.2,288.2,44.19328160350679
Milho 1 Safra,GO,Area Plantada,2014,1,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,2,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,3,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,4,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,5,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,6,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,7,0.0,288.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,8,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,9,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2014,10,0.5568020761478542,250.7,139.59028049026702,139.59028049026702
Milho 1 Safra,GO,Area Plantada,2014,11,0.966116731111241,250.7,242.2054644895881,102.61518399932109
Milho 1 Safra,GO,Area Plantada,2014,12,1.0,250.7,250.7,8.494535510411879
Milho 1 Safra,GO,Area Plantada,2015,1,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,2,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,3,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,4,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,5,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,6,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,7,0.0,250.7,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,8,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,9,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2015,10,0.09665773078746849,246.4,23.816464866032238,23.816464866032238
Milho 1 Safra,GO,Area Plantada,2015,11,1.0,246.4,246.4,222.58353513396776
Milho 1 Safra,GO,Area Plantada,2015,12,1.0,246.4,246.4,0.0
Milho 1 Safra,GO,Area Plantada,2016,1,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,2,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,3,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,4,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,5,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,6,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,7,0.0,246.4,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,8,0.0,260.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,9,0.0,260.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2016,10,0.045913428244820295,260.0,11.937491343653276,11.937491343653276
Milho 1 Safra,GO,Area Plantada,2016,11,0.804122746271251,260.0,209.07191403052528,197.134422686872
Milho 1 Safra,GO,Area Plantada,2016,12,0.9786378094149402,260.0,254.44583044788445,45.37391641735917
Milho 1 Safra,GO,Area Plantada,2017,1,1.0,260.0,260.0,5.554169552115553
Milho 1 Safra,GO,Area Plantada,2017,2,0.0,260.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2017,3,0.0,260.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2017,4,0.0,260.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2017,5,0.0,260.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2017,6,0.0,260.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2017,7,0.0,260.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2017,8,0.0,214.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2017,9,0.0,214.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2017,10,0.17373565337766037,214.2,37.21417695349485,37.21417695349485
Milho 1 Safra,GO,Area Plantada,2017,11,0.9665351463373805,214.2,207.0318283454669,169.81765139197205
Milho 1 Safra,GO,Area Plantada,2017,12,1.0,214.2,214.2,7.168171654533097
Milho 1 Safra,GO,Area Plantada,2018,1,1.0,214.2,214.2,0.0
Milho 1 Safra,GO,Area Plantada,2018,2,0.0,214.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2018,3,0.0,214.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2018,4,0.0,214.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2018,5,0.0,214.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2018,6,0.0,214.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2018,7,0.0,214.2,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2018,8,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2018,9,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2018,10,0.04462688185619177,265.0,11.82612369189082,11.82612369189082
Milho 1 Safra,GO,Area Plantada,2018,11,0.9907078365295972,265.0,262.53757668034325,250.71145298845244
Milho 1 Safra,GO,Area Plantada,2018,12,1.0,265.0,265.0,2.46242331965675
Milho 1 Safra,GO,Area Plantada,2019,1,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,2,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,3,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,4,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,5,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,6,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,7,0.0,265.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,8,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,9,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2019,10,0.2802637943905391,255.0,71.46726756958748,0.0
Milho 1 Safra,GO,Area Plantada,2019,11,0.8937154191869409,255.0,227.8974318926699,0.0
Milho 1 Safra,GO,Area Plantada,2019,12,1.0,255.0,255.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,1,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,2,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,3,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,4,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,5,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,6,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,7,0.0,255.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,8,0.0,0.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,9,0.0,0.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,10,0.0,0.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,11,0.0,0.0,0.0,0.0
Milho 1 Safra,GO,Area Plantada,2020,12,0.0,0.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,1,0.0,384.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,2,0.0,384.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,3,0.0,384.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,4,0.0,384.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,5,0.0,384.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,6,0.0,384.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,7,0.0,384.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,8,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,9,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,10,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2012,11,1.0,373.0,373.0,373.0
Milho 1 Safra,MA,Area Plantada,2012,12,1.0,373.0,373.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,1,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,2,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,3,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,4,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,5,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,6,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,7,0.0,373.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,8,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,9,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2013,10,0.03333333333333333,379.0,12.633333333333333,12.633333333333333
Milho 1 Safra,MA,Area Plantada,2013,11,0.9500000000000001,379.0,360.05,347.4166666666667
Milho 1 Safra,MA,Area Plantada,2013,12,1.0,379.0,379.0,18.94999999999999
Milho 1 Safra,MA,Area Plantada,2014,1,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,2,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,3,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,4,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,5,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,6,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,7,0.0,379.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,8,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,9,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,10,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2014,11,0.823529411764706,380.1,313.02352941176474,313.02352941176474
Milho 1 Safra,MA,Area Plantada,2014,12,1.0,380.1,380.1,67.07647058823528
Milho 1 Safra,MA,Area Plantada,2015,1,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,2,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,3,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,4,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,5,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,6,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,7,0.0,380.1,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,8,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,9,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2015,10,0.03,268.3999999999999,8.051999999999998,8.051999999999998
Milho 1 Safra,MA,Area Plantada,2015,11,0.763157894736842,268.3999999999999,204.83157894736834,196.77957894736835
Milho 1 Safra,MA,Area Plantada,2015,12,1.0,268.3999999999999,268.3999999999999,63.56842105263158
Milho 1 Safra,MA,Area Plantada,2016,1,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,2,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,3,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,4,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,5,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,6,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,7,0.0,268.3999999999999,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,8,0.0,292.8,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,9,0.0,292.8,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2016,10,0.03066666666666667,292.8,8.9792,8.9792
Milho 1 Safra,MA,Area Plantada,2016,11,0.5526315789473684,292.8,161.81052631578947,152.83132631578948
Milho 1 Safra,MA,Area Plantada,2016,12,0.75,292.8,219.60000000000002,57.78947368421055
Milho 1 Safra,MA,Area Plantada,2017,1,1.0,292.8,292.8,73.19999999999999
Milho 1 Safra,MA,Area Plantada,2017,2,0.0,292.8,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2017,3,0.0,292.8,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2017,4,0.0,292.8,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2017,5,0.0,292.8,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2017,6,0.0,292.8,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2017,7,0.0,292.8,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2017,8,0.0,311.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2017,9,0.0,311.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2017,10,0.019230769230769232,311.0,5.980769230769231,5.980769230769231
Milho 1 Safra,MA,Area Plantada,2017,11,0.16428571428571428,311.0,51.09285714285714,45.11208791208791
Milho 1 Safra,MA,Area Plantada,2017,12,0.4196969696969697,311.0,130.52575757575758,79.43290043290044
Milho 1 Safra,MA,Area Plantada,2018,1,0.85625,311.0,266.29375,135.7679924242424
Milho 1 Safra,MA,Area Plantada,2018,2,0.0,311.0,0.0,44.70625000000001
Milho 1 Safra,MA,Area Plantada,2018,3,0.0,311.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2018,4,0.0,311.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2018,5,0.0,311.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2018,6,0.0,311.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2018,7,0.0,311.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2018,8,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2018,9,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2018,10,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2018,11,0.08636363636363638,221.7,19.146818181818183,19.146818181818183
Milho 1 Safra,MA,Area Plantada,2018,12,0.5,221.7,110.85,91.7031818181818
Milho 1 Safra,MA,Area Plantada,2019,1,0.0,221.7,0.0,110.85
Milho 1 Safra,MA,Area Plantada,2019,2,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2019,3,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2019,4,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2019,5,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2019,6,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2019,7,0.0,221.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2019,8,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2019,9,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2019,10,0.010714285714285714,211.7,2.2682142857142855,0.0
Milho 1 Safra,MA,Area Plantada,2019,11,0.20357142857142854,211.7,43.09607142857142,0.0
Milho 1 Safra,MA,Area Plantada,2019,12,1.0,211.7,211.7,0.0
Milho 1 Safra,MA,Area Plantada,2020,1,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,2,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,3,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,4,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,5,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,6,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,7,0.0,211.7,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,8,0.0,0.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,9,0.0,0.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,10,0.0,0.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,11,0.0,0.0,0.0,0.0
Milho 1 Safra,MA,Area Plantada,2020,12,0.0,0.0,0.0,0.0
