"Year","Predicted Production"
"1/1/2012",5.77812862764494e-05
"2/1/2012",0
"3/1/2012",6.62823147561007e-05
"4/1/2012",0.000112579723629505
"5/1/2012",0.000212235885899779
"6/1/2012",809.45953928902
"7/1/2012",4911.06339823273
"8/1/2012",4457.62844452028
"9/1/2012",0.000246152303585807
"10/1/2012",0.000248253317529247
"11/1/2012",0.000274673132171251
"12/1/2012",0.00024280046540247
"1/1/2013",0.178794611293646
"2/1/2013",0.196441394762537
"3/1/2013",0.137225787896743
"4/1/2013",0.104227426406145
"5/1/2013",0.0358693547748838
"6/1/2013",763.513048292016
"7/1/2013",4954.99241419902
"8/1/2013",4766.35510019663
"9/1/2013",0.153045323540608
"10/1/2013",0.10121420966646
"11/1/2013",0.145176403526325
"12/1/2013",0.197135777037971
"1/1/2014",0.270571810274696
"2/1/2014",0.317913611976749
"3/1/2014",0.263283822056683
"4/1/2014",0.175063059697417
"5/1/2014",0.135316008427003
"6/1/2014",693.05520991028
"7/1/2014",5213.25007435626
"8/1/2014",4338.32683145863
"9/1/2014",0.0484234681554032
"10/1/2014",0.180965730646597
"11/1/2014",0.169210986556154
"12/1/2014",0.116206492977088
"1/1/2015",0.0960498153655752
"2/1/2015",0.172407572119283
"3/1/2015",0.340360204339592
"4/1/2015",0.352357995874525
"5/1/2015",0.367287437148898
"6/1/2015",1719.9464443284
"7/1/2015",4585.32205969638
"8/1/2015",4871.0418701839
"9/1/2015",0.687874107041287
"10/1/2015",0.588954624486727
"11/1/2015",0.480127541973608
"12/1/2015",0.803047512959433
"1/1/2016",0.935504630279159
"2/1/2016",0.689442281747241
"3/1/2016",0.286352186675775
"4/1/2016",0.276606016183128
"5/1/2016",81.018667135975
"6/1/2016",2606.63875438535
"7/1/2016",2599.50708650111
"8/1/2016",4769.34082233444
"9/1/2016",1132.04901701528
"10/1/2016",0
"11/1/2016",0
"12/1/2016",0
"1/1/2017",0
"2/1/2017",0
"3/1/2017",0
"4/1/2017",0
"5/1/2017",62.8542556064168
"6/1/2017",3253.04243151991
"7/1/2017",5356.55995080708
"8/1/2017",3466.76859806418
"9/1/2017",1005.9116803155
"10/1/2017",0.0038836869204753
"11/1/2017",0
"12/1/2017",0
"1/1/2018",0.00500446069592755
"2/1/2018",0.0350707661721026
"3/1/2018",0.0364056168226751
"4/1/2018",0.0651966793011996
"5/1/2018",2.09249307294359
"6/1/2018",374.233041787656
"7/1/2018",3614.60624769437
"8/1/2018",4134.53318580881
"9/1/2018",772.034875784767
"10/1/2018",73.0779339303407
"11/1/2018",0.123544398114293
"12/1/2018",0.423498118962639
"1/1/2019",0.385705263709021
"2/1/2019",0.343221678626908
"3/1/2019",0.327674497901721
"4/1/2019",0.19552293009768
"5/1/2019",0.0590221127432191
"6/1/2019",250.539241870807
"7/1/2019",2959.38065347332
"8/1/2019",8408.28509314858
"9/1/2019",1480.21414395736
"10/1/2019",0.0403176447436395
"11/1/2019",0.043905303148948
"12/1/2019",0.0041478717197414
