"Year","Predicted Production"
"1/1/2012",6.36926150398793e-05
"2/1/2012",0
"3/1/2012",7.30633750455919e-05
"4/1/2012",0.000124097567211788
"5/1/2012",0.000233950575204475
"6/1/2012",776.563320465822
"7/1/2012",3417.16891052022
"8/1/2012",1923.71642644166
"9/1/2012",0.000271337584902647
"10/1/2012",0.000273653595213964
"11/1/2012",0.000302776986990623
"12/1/2012",0.000315413102678373
"1/1/2013",0.199551846635944
"2/1/2013",0.219153561864711
"3/1/2013",0.153314527844913
"4/1/2013",0.11654486589845
"5/1/2013",0.0401806165195962
"6/1/2013",871.5467138193
"7/1/2013",3974.55252810646
"8/1/2013",2603.82542612101
"9/1/2013",0.170921495432311
"10/1/2013",0.113184409653358
"11/1/2013",0.162165216278541
"12/1/2013",0.207710828971376
"1/1/2014",0.495931995652934
"2/1/2014",0.57782292057338
"3/1/2014",0.449974300410396
"4/1/2014",0.303488184779457
"5/1/2014",0.196330145024934
"6/1/2014",999.704449048823
"7/1/2014",3862.32300622037
"8/1/2014",3089.08289404679
"9/1/2014",0.170954138431019
"10/1/2014",0.308860113563745
"11/1/2014",0.328578056604552
"12/1/2014",0.218456899388103
"1/1/2015",0.220267198749747
"2/1/2015",0.343657835696065
"3/1/2015",0.551163937378781
"4/1/2015",0.52000317343679
"5/1/2015",0.517487713549036
"6/1/2015",1267.9898195482
"7/1/2015",4162.74237824418
"8/1/2015",3673.09081808894
"9/1/2015",0.875070800866598
"10/1/2015",0.843175260524336
"11/1/2015",0.687701299086333
"12/1/2015",0.669361020260081
"1/1/2016",0.750320436685509
"2/1/2016",0.633231887496464
"3/1/2016",0.422916706462122
"4/1/2016",0.421796514104485
"5/1/2016",0.411797214320148
"6/1/2016",833.113110506873
"7/1/2016",2526.16018622073
"8/1/2016",2737.78173674602
"9/1/2016",25.0534383720308
"10/1/2016",0.0376693422752368
"11/1/2016",0.0794350327330703
"12/1/2016",0.117978714111155
"1/1/2017",0
"2/1/2017",0
"3/1/2017",0
"4/1/2017",0
"5/1/2017",12.5500050915824
"6/1/2017",704.166493688689
"7/1/2017",2194.06998135011
"8/1/2017",5718.97123193145
"9/1/2017",963.094091334819
"10/1/2017",16.0842178892462
"11/1/2017",0
"12/1/2017",0
"1/1/2018",0
"2/1/2018",0
"3/1/2018",0
"4/1/2018",0.0189325898244634
"5/1/2018",6.79749866553984
"6/1/2018",411.941008581232
"7/1/2018",1638.78476346126
"8/1/2018",3747.27567512614
"9/1/2018",521.688596199818
"10/1/2018",11.5379560413897
"11/1/2018",0.15556933479726
"12/1/2018",0.334235971387324
"1/1/2019",0.332271309102094
"2/1/2019",0.343377271593858
"3/1/2019",0.331760573065232
"4/1/2019",0.256287033295963
"5/1/2019",0.180333442930496
"6/1/2019",430.621556152534
"7/1/2019",3327.84576707209
"8/1/2019",5085.17685890731
"9/1/2019",1017.70598990826
"10/1/2019",19.2792998491049
"11/1/2019",0.192262509321759
"12/1/2019",0.149262766196817
