"Year","Predicted Production"
"1/1/2012",0
"2/1/2012",114.169185039759
"3/1/2012",513.456724313105
"4/1/2012",1047.02297354531
"5/1/2012",279.392552822257
"6/1/2012",9.7836484989411e-05
"7/1/2012",6.6443085675183e-05
"8/1/2012",4.67026620258978e-05
"9/1/2012",4.8891471052265e-05
"10/1/2012",4.97119852499899e-05
"11/1/2012",6.10677045046e-05
"12/1/2012",6.76135661890388e-05
"1/1/2013",0.0590842639791012
"2/1/2013",28.8187805781469
"3/1/2013",289.084171276833
"4/1/2013",982.019967474589
"5/1/2013",99.2976701842137
"6/1/2013",0.106873112306592
"7/1/2013",0.00517912254217774
"8/1/2013",0.205904290308679
"9/1/2013",0.123860293156799
"10/1/2013",0.0543092060242927
"11/1/2013",0.253837589724142
"12/1/2013",0
"1/1/2014",0.291412664025227
"2/1/2014",17.9764931571626
"3/1/2014",598.79666324234
"4/1/2014",1757.52240946889
"5/1/2014",101.600102710263
"6/1/2014",0
"7/1/2014",0.650007378105251
"8/1/2014",0
"9/1/2014",0.495751670782915
"10/1/2014",0
"11/1/2014",0.524683249126216
"12/1/2014",0
"1/1/2015",0.535725460458102
"2/1/2015",1.21334899824282
"3/1/2015",1696.51387525684
"4/1/2015",578.35927172176
"5/1/2015",36.4762601797344
"6/1/2015",0.813010849866581
"7/1/2015",0.963072613190069
"8/1/2015",0.000144079542749995
"9/1/2015",0.872101763175754
"10/1/2015",0.0562339337732723
"11/1/2015",0.757344810293415
"12/1/2015",0.0375070091658219
"1/1/2016",0.753419936994483
"2/1/2016",0.95656187336186
"3/1/2016",722.92193395333
"4/1/2016",480.261639722185
"5/1/2016",18.5605168567306
"6/1/2016",4.83923940258988
"7/1/2016",0.0601566588576969
"8/1/2016",0.612342030114261
"9/1/2016",0
"10/1/2016",0.479849485770653
"11/1/2016",0
"12/1/2016",0.463002295318324
"1/1/2017",0
"2/1/2017",5.17910667762703
"3/1/2017",697.539538144479
"4/1/2017",298.774863456887
"5/1/2017",441.330194293956
"6/1/2017",29.1585404224435
"7/1/2017",1.73776319340453
"8/1/2017",0
"9/1/2017",0.796002441569642
"10/1/2017",0
"11/1/2017",0.812319858038397
"12/1/2017",0
"1/1/2018",0.671856140930859
"2/1/2018",3.46640935555007
"3/1/2018",351.609189722868
"4/1/2018",186.049716083165
"5/1/2018",1449.08488391623
"6/1/2018",98.2419920042198
"7/1/2018",2.05853047743278
"8/1/2018",0.15983594806371
"9/1/2018",0.00381877275738732
"10/1/2018",0.103216400801199
"11/1/2018",0
"12/1/2018",0.0998259537931773
"1/1/2019",0
"2/1/2019",7.84530981704583
"3/1/2019",110.252124596845
"4/1/2019",181.685738043862
"5/1/2019",985.295842326
"6/1/2019",333.698351352699
"7/1/2019",2.89628478813166
"8/1/2019",0.0402798000798659
"9/1/2019",0.0574724008456773
"10/1/2019",0.0767927951901908
"11/1/2019",0.0677899001989317
"12/1/2019",0.0678996531312483
