Date,Production,Plantation,Lag4_Plantation,Exchange_Rate,Lag3_Milho_Price
8/1/2018,0.0,0.0,0.0,3.9333217391304345,179.09
9/1/2018,0.0,2.341052934065242,0.0,4.108747368421053,165.07
10/1/2018,0.0,678.8990123439628,0.0,3.761113636363637,156.46
11/1/2018,0.0,4126.250933192535,0.0,3.78595,162.37
12/1/2018,0.0,906.9097833712867,0.0,3.883355555555556,154.8
1/1/2019,0.0,64.8971331208681,2.341052934065242,3.735565,160.26
2/1/2019,409.114111056853,0.0123718608598704,678.8990123439628,3.724433333333333,160.69
3/1/2019,7293.829516478142,0.0,4126.250933192535,3.73586320775015,167.44
4/1/2019,10118.774962571606,0.0,906.9097833712867,3.6957914372487797,166.74
5/1/2019,0.0,0.0,64.8971331208681,3.72510284512667,169.52
6/1/2019,0.0,0.0,0.0123718608598704,3.74957636594419,170.79959271010298
