Date,Production,Lag2_Plantation,Lag3_Plantation,Plantation,Lag4_Plantation,Exchange_Rate,Interest_Rate
8/1/2017,0.0,0.0,0.0,0.0,0.0,3.147791304347826,7.6146
9/1/2017,0.0,0.0,0.0,866.3922727151876,0.0,3.132515,7.1322
10/1/2017,0.0,0.0,0.0,6094.043719797461,0.0,3.192266666666667,7.0838
11/1/2017,0.0,866.3922727151876,0.0,2373.685968318552,0.0,3.26293,6.8020000000000005
12/1/2017,0.0,6094.043719797461,866.3922727151876,184.47803916880002,0.0,3.29496,6.7314
1/1/2018,6510.297764976839,2373.685968318552,6094.043719797461,0.0,866.3922727151876,3.211523809523809,9.2838
2/1/2018,15612.805540370387,184.47803916880002,2373.685968318552,0.0,6094.043719797461,3.2506526315789475,6.6976
3/1/2018,9480.682622542401,0.0,184.47803916880002,0.0,2373.685968318552,3.2789681818181817,6.1764
4/1/2018,1278.2713143242072,0.0,0.0,0.0,184.47803916880002,3.4088857142857143,6.14
5/1/2018,14.22435778615909,0.0,0.0,0.0,0.0,3.6316,6.4489
6/1/2018,0.0,0.0,0.0,0.0,0.0,3.771047619047619,10.074
7/1/2018,0.0,0.0,0.0,0.0,0.0,3.822095238095238,6.9472
8/1/2018,0.0,0.0,0.0,0.0,0.0,3.9333217391304345,8.1955
9/1/2018,0.0,0.0,0.0,592.8098633474325,0.0,4.108747368421053,7.8964
10/1/2018,0.0,0.0,0.0,4625.4807004812,0.0,3.761113636363637,7.1172
11/1/2018,0.0,592.8098633474325,0.0,4238.944819591049,0.0,3.78595,6.4022
12/1/2018,0.0,4625.4807004812,592.8098633474325,286.3646165803184,0.0,3.883355555555556,6.3324
1/1/2019,12526.043915901695,4238.944819591049,4625.4807004812,0.7660445668027741,592.8098633474325,3.735565,6.4995
2/1/2019,16930.63381159644,286.3646165803184,4238.944819591049,0.00140633178873539,4625.4807004812,3.724433333333333,6.5843
3/1/2019,3402.284238209493,0.7660445668027741,286.3646165803184,0.17488467900321,4238.944819591049,3.73586320775015,5.910311887362631
4/1/2019,54.91883429238078,0.00140633178873539,0.7660445668027741,0.106665202311836,286.3646165803184,3.6957914372487797,6.411489078073469
5/1/2019,0.0,0.17488467900321,0.00140633178873539,0.145858571016047,0.7660445668027741,3.72510284512667,5.983559877051059
6/1/2019,0.0,0.106665202311836,0.17488467900321,0.18523421151934802,0.00140633178873539,3.74957636594419,6.74214324047129
7/1/2019,0.0,0.145858571016047,0.106665202311836,0.194789703392436,0.17488467900321,3.73523662312877,5.840935944235441
8/1/2019,0.0,0.18523421151934802,0.145858571016047,0.20835969526313602,0.106665202311836,3.77093790800061,5.96477314473763
9/1/2019,0.0,0.194789703392436,0.18523421151934802,277.222821302427,0.145858571016047,3.83131351086432,5.55932386833838
10/1/2019,0.0,0.20835969526313602,0.194789703392436,5028.87543252826,0.18523421151934802,3.8273876875422994,5.4527880737359
11/1/2019,0.0,277.222821302427,0.20835969526313602,4665.36041541865,0.194789703392436,3.85857162691347,5.78982606652536
12/1/2019,0.0,5028.87543252826,277.222821302427,354.164355259261,0.20835969526313602,3.8943019394206804,5.56342277491543
